"Nid","Path","","Body","Main image","Promotion text","Basic listing","Multi listing"
"2725","/visit-us/rawminds-creative-audio-project","Raw Emotion creative audio project","<p>A group of young people came together over the summer of 2015 to explore the theme of human emotions.</p>
<p>Using <a href=""/book-human-emotions""><em>The Book of Human Emotions</em></a> by Tiffany Watt-Smith as a starting point, the group identified emotions that intrigued them. They learnt radio-making skills with support from facilitator Grace Huber to create a suite of 4 short audio pieces which will are available below.</p>
<p>The audio pieces were made available in a ‘listening lounge’, where visitors were encouraged to spend some time relaxing, listening and sharing some of their own experiences.</p>
<h2>Part of <a href=""/rawminds"">RawMinds</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Raw-Emotion.jpg"" width=""1600"" height=""900"" />","A group of young people have come together over the summer to explore the theme of human emotions. ",", , ",""
"2653","/what-we-do/rawminds-trailer","RawMinds Trailer","<p>February – April 2015</p>
<p>In collaboration with videographer, Stephen Rudder, and marketing and communications freelancer, Josephine Finn, a vibrant group of 17 young people worked to rename Wellcome Collection’s ‘Young Creators’ programme, develop the RawMinds ‘brand’ and produce a promotional trailer.</p>
<p>The group prepared a creative brief and directed and produced the trailer which is now being used to encourage young people to explore Wellcome Collection and join the RawMinds project.</p>
<p>Over the February half term and subsequent weekends the group collected multimedia assets to give a flavour of Wellcome Collection as a venue and of their own personal experiences of exploring the collections. Using our state-of-the-art recording studio the group then edited the content to produce our <a href=""https://www.youtube.com/watch?v=w6XvC1bWeuc"">fantastic new trailer</a>.</p>
<p>To come up with the name ‘RawMinds’ the group looked at names other museums used for their youth engagement work and agreed some key principles for our name. It had to cover the range of creative youth engagement projects as well as saying something about the age and aspirations of the group. It was agreed that ‘Raw’ signalled youth, freshness and potential and the ‘Minds’ element referenced the thought and process that goes into any collaborative work.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/RawMinds1.jpg"" width=""1136"" height=""640"" alt=""Shooting the RawMinds trailer"" title=""Shooting the RawMinds trailer"" />","A vibrant group of 17 young people worked to develop the RawMinds ‘brand’ and produce a promotional trailer.","",""
"2619","/rawminds","RawMinds","<h2>What is RawMinds?</h2>
<p>We are a group of teenagers (age 14 to 19) who meet at Wellcome Collection during school holidays and at weekends to experiment with ideas, get creative, learn new skills and meet new people.</p>
<p>So far we’ve curated an exhibition (<a href=""/exhibitions/human-emporium"">The Human Emporium</a>), produced the trailer above and a set of podcasts called <a href=""/rawemotion"">Raw Emotion</a>, and designed new merchandise for the Wellcome Shop.</p>
<p>By experimenting with art through science and science through art, who knows what we’ll create next?</p>
<h2>How can I get involved?</h2>
<p>All RawMinds activities are free to join and we have access to amazing facilities, including a state-of-the-art Youth Studio.</p>
<p>This summer, young people will be developing design concepts, drawings, scale models and prototypes for products using CNC technology (flat-pack/cut-out components).</p>
<p>A selection of the work generated during the project will go on display, alongside the ‘flat-pack’ medical clinic we’ll be using for inspiration.</p>
<p>Applications will open in early June, and workshops will take place in late July and August.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/RawMinds-main-2017.png"" width=""1600"" height=""900"" />","A youth engagement initiative for teenagers 14-19 to experiment with art and science, get creative and learn new skills.",", , , ","<h2>Past Projects</h2><div></div><div class=""snippet-list""><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/RawMinds-film-making-main.png?itok=AkgsnWYD"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/what-we-do/rawminds-summer-filmmaking-project"" itemprop=""url"">RawMinds summer filmmaking project</a></h2><div class=""snippet__description"" itemprop=""description"">Apply to take part in a residential trip and work with other young people to create a film inspired by nature. </div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/assemblies%20web%20main.jpg?itok=4zjkOgrZ"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/whats/rawminds-public-speaking-and-assembly-project"" itemprop=""url"">RawMinds Public Speaking and Assembly project  </a></h2><div class=""snippet__description"" itemprop=""description"">Wellcome Collection’s Youth Programme has 6 places available on our RawMinds Public Speaking and Assembly Project.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/Macho-lead-image-16x9.png?itok=ks7JhWUJ"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/whats/rawminds-event-creation-project-2017"" itemprop=""url"">RawMinds Event Creation project 2017 </a></h2><div class=""snippet__description"" itemprop=""description"">Collaborate with other young people to create a public event exploring the theme of masculinity.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/wanderlandtemp.png?itok=H4rNLjlW"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/wanderland"" itemprop=""url"">RawMinds Wanderland</a></h2><p class=""snippet__type"">Installation</p><p class=""snippet__date"">20 October 2016 - 30 October 2016</p><div class=""snippet__description"" itemprop=""description"">Meander your way around Wanderland, responding to creative cues to explore how our minds wander.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/shop-main.jpg?itok=YyJgR2-d"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/what-we-do/rawminds-creative-merchandise"" itemprop=""url"">RawMinds: Creative Merchandise</a></h2><div class=""snippet__description"" itemprop=""description"">A group of young people worked with us to design and pitch new products now on sale in Wellcome Shop.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/Raw-Emotion.jpg?itok=E8cuCwvj"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/visit-us/rawminds-creative-audio-project"" itemprop=""url"">Raw Emotion creative audio project</a></h2><div class=""snippet__description"" itemprop=""description"">A group of young people have come together over the summer to explore the theme of human emotions. </div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/human_emporium_main.jpg?itok=iNyxe5Ep"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/exhibitions/human-emporium"" itemprop=""url"">The Human Emporium</a></h2><p class=""snippet__type"">Installation</p><p class=""snippet__date"">28 October 2014 - 9 November 2014</p><div class=""snippet__description"" itemprop=""description"">How will a group of young people respond to Henry Wellcome's curious array of artefacts?</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/RawMinds1.jpg?itok=vzJ0sf0P"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/what-we-do/rawminds-trailer"" itemprop=""url"">RawMinds Trailer</a></h2><div class=""snippet__description"" itemprop=""description"">A vibrant group of 17 young people worked to develop the RawMinds ‘brand’ and produce a promotional trailer.</div></div></article></div>"
"2563","/what-we-do/brighton-sounds","Brighton Sounds","<p>The Hub from Brighton was formed of a collaboration between Rhythmix, The University of Sussex, Safety Net, Brighton Dome and Brighton Youth Centre.</p>
<p>The performers were all young women from Brighton who created original music using research into young people’s sexual values and experiences. Their work can be heard below.</p>
<h2>Part of <a href=""/whats/sounds-sexology"">Sounds of Sexology</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Brighton-sounds-sexology.jpg"" width=""1600"" height=""900"" />","Young women from Brighton created original music using research into young people’s sexual values and experiences.","",""
"2441","/thecollectors","The Collectors","<p><img alt=""Screenshot from The Collectors digital story"" title=""The Collectors"" class=""media-element file-default"" src=""https://wellcomecollection.org/sites/default/files/styles/main_image/public/collectors.png?itok=TJtv6MPp"" width=""800"" height=""450"" /></p>
<p><a href=""http://digitalstories.wellcomecollection.org/pathways/2-the-collectors/"">Launch The Collectors</a>.</p>
<p>The Collectors is a new immersive digital story about the pursuit of knowledge and the compulsion to collect. The story traces the history of six collectors, from John Tradescant to Marie Stopes, whose curiosity drove them to accumulate objects and information, knowledge and notoriety, with some extraordinary consequences.</p>
<p>The Collectors is written by Anna Faherty, and uses an original interface created by Wellcome Collection in collaboration with award-winning digital agency Clearleft, as previously seen in <a href=""/mindcraft"">Mindcraft</a>. Scroll through a narrative woven together from rich historical content from Wellcome Library, image galleries and specially commissioned audio and animations.</p>
<p><a href=""http://digitalstories.wellcomecollection.org/pathways/2-the-collectors/"">Launch The Collectors</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/collectors.png"" width=""1920"" height=""1080"" alt=""Screenshot from The Collectors digital story"" title=""The Collectors"" />","How far will your curiosity take you? Discover the strange histories of six collectors in our latest digital story.","",""
"2381","/medicinecorner","Medicine Corner","<p> </p>
<p>Medicine Corner is a programme of activity exploring India's rich plurality of cultures of medicine, healing and well-being, culminating in a major exhibition that opens in Mumbai in January 2016.  Through music, displays, video and live events across the country, incurably curious audiences in India will encounter an aesthetically seductive, intellectually rich mix of art, science and the extraordinary in everyday life.  The project will present medicine in India across time, regions and knowledge systems.</p>
<p>Medicine Corner will take in health practices with ancient roots and widespread, modern application, such as Ayurveda and Unani, and will also highlight India’s role as an engine of cutting-edge medicine and research today and in the past. The programme will explore medicine as an integral, pervasive feature of Indian life.</p>
<p>Medicine Corner is being developed by partners and communities in India and the outcomes of the project will inspire a future exhibition at Wellcome Collection in London. For a taste of what's been happening in India and what to look forward to in London, watch this short video filmed in Dharavi, Mumbai's largest informal settlement. It shows the extraordinary results of signboard painters trying their hand at sitting portraits.</p>
<p><a href=""http://medicinecorner.in/"">Visit the Medicine Corner website</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/medicine-corner.png"" width=""1200"" height=""501"" alt=""Medicine Corner logo"" title=""Medicine Corner logo"" />","A programme of activity exploring India's rich plurality of cultures of medicine, healing and well-being.",", , ",""
"2347","/sexologyresource","Institute of Sexology learning resource","<p>A collection of learning resources designed to assist teachers and youth workers in guiding young people towards greater engagement with the content of the exhibition, and to help support young people in reflecting on its relevance to their own experience.</p>
<p>
	You can download the whole resource:</p>
<p><strong><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%227991%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource%20%28Complete%29%202.4MB_0.pdf"" type=""application/pdf; length=2370721"">Institute of Sexology Learning Resource (Complete) 2.4MB.pdf</a></span></strong></p>
<p>
	Or just download the sections you want to use:</p>
<p><!--MEDIA-WRAPPER-START-1--></p><p><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%228009%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><strong><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource_Information%20for%20teachers%20%28152KB%29.pdf"" type=""application/pdf; length=155342"">Institute of Sexology Learning Resource_Information for teachers (152KB).pdf</a></strong></span><br /><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%227993%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D"">Includes pre-visit and post-visit activity suggestions, information about the in-gallery trails and activities, and curriculum links.</span></p>
<p><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%227997%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><strong><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource_Glossary%20%28177KB%29_0.pdf"" type=""application/pdf; length=181194"">Institute of Sexology Learning Resource_Glossary (177KB).pdf</a></strong><br />
	Definitions for a selection of words which may be unfamiliar to students and teachers.</span></p>
<p><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%228001%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><strong><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource_Gallery%20plan%20%28258KB%29_0.pdf"" type=""application/pdf; length=263193"">Institute of Sexology Learning Resource_Gallery plan (258KB).pdf</a></strong><br />
	Map of the exibition with key objects highlighted.</span></p>
<p><!--MEDIA-WRAPPER-START-3--></p><p><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%227995%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><strong><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource_Overview%20Trail%20%28402KB%29_0.pdf"" type=""application/pdf; length=410934"">Institute of Sexology Learning Resource_Overview Trail (402KB).pdf</a></strong><br />
	A short trail providing an accessible overview of the exhibition, requiring students to identify and think critically about different research methods and representations of sex and sexuality today and in the past. Also includes activity cards to extend the trail.</span></p>
<p><!--MEDIA-WRAPPER-START-1--></p><p><strong><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%228003%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource_Time%20Travel%20Trails%20%28521KB%29_0.pdf"" type=""application/pdf; length=532759"">Institute of Sexology Learning Resource_Time Travel Trails (521KB).pdf</a></span></strong><br /><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%227995%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D"">Cross-curricular trails that require students to focus on one of three exhibition themes - gender, sexuality, sex information - and think critically about social and historical change.</span></p>
<p><!--MEDIA-WRAPPER-START-8--></p><p><span class=""file media-element file-default"" data-file_info=""%7B%22fid%22:%228005%22,%22view_mode%22:%22default%22,%22fields%22:%7B%22format%22:%22default%22%7D,%22type%22:%22media%22%7D""><strong><img alt="""" class=""file-icon"" src=""/modules/file/icons/application-pdf.png"" title=""application/pdf"" /><a href=""http://www.wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource_Introductory%20Trail%20%28693KB%29.pdf"" type=""application/pdf; length=708890"">Institute of Sexology Learning Resource_Introductory Trail (693KB).pdf</a></strong><br />
	Trail aimed at engaging students with low literacy, English as an additional language (EAL) or SEN. Also includes activity cards to extend the trail.</span></p>
<p> </p>
<p><a href=""/what-we-do/learning-resources"">View more learning resources</a></p>
<h2>Part of <a href=""/exhibitions/institute-sexology"">The Institute of Sexology</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Institute%20of%20Sexology%20Learning%20Resource.jpg"" width=""1600"" height=""900"" alt=""Institute for Sex Research, founded by Alfred Kinsey. Poster detail"" title=""Institute for Sex Research poster"" />","A collection of learning resources to accompany the Institute of Sexology exhibition.","",""
"2345","/what-we-do/institute-sexology-resources-schools","Institute of Sexology resources for schools","<p>We have created a <a href=""/sexologyresource"">learning resource</a> for teachers and others working with young people, to support greater engagement with the Institute of Sexology exhibition. The resource will be available to download in the New Year.</p>
<p>We have also developed a study day, <a href=""/events/sexology-science-and-us"">Sexology, Science and Us</a>, which is now open for booking.</p>
<h2>Part of <a href=""/exhibitions/institute-sexology"">The Institute of Sexology</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/sexology_1600%5B2%5D.jpg"" width=""1600"" height=""900"" />","A new learning resource and study day to support students' engagement with the Institute of Sexology exhibition.","",""
"2305","/what-we-do/thank-you-completing-survey","Thank you for completing the survey ","<p>Your answers will help us understand people’s attitudes towards sex and relationships.</p>
<p>This research is being carried out for <a href=""/what-we-do/london-sounds"">The Songwriting Experiment</a>, part of a nationwide project which uses original research to inspire a unique collection of songs written by young people.</p>
<p>If you would like information or advice about the topics covered in the survey, you can contact the organisations below.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/sexology_1600%5B2%5D.jpg"" width=""1600"" height=""900"" />","",", , , , , ",""
"2299","/mindcraft","Mindcraft","<p> </p>
<p><strong><a href=""http://digitalstories.wellcomecollection.org/pathways/1-mindcraft/index.html"">Launch Mindcraft</a>.</strong></p>
<p>Mindcraft explores a century of madness, murder and mental healing, from the arrival in Paris of Franz Anton Mesmer with his theories of 'animal magnetism' to the therapeutic power of hypnotism used by Freud.</p>
<p>Through an immersive scrolling interface including image galleries, video, and interactives, Mindcraft will take you on a journey that asks who really is in control of their own mind, and where does the mind's power to harm or heal end?</p>
<p>Mindcraft is written by author and curator Mike Jay, and developed by award-winning digital agency Clearleft. Mindcraft can be explored on a desktop browser or tablet.</p>
<p><strong><a href=""http://digitalstories.wellcomecollection.org/pathways/1-mindcraft/index.html"">Launch Mindcraft</a>.</strong></p>
","<img src=""https://wellcomecollection.org/sites/default/files/mindcraft.png"" width=""800"" height=""450"" alt=""Screenshot from Mindcraft digital story"" />","Explore a century of madness, murder and mental healing in our new six-part digital story.","",""
"2297","/what-we-do/london-sounds","London Sounds","<p>The Youth Programme together with <a href=""http://www.natsal.ac.uk/"">sex researchers</a> and London’s <a href=""http://www.roundhouse.org.uk/"">Roundhouse</a> teamed up for <a href=""http://www.roundhouse.org.uk/songwritingexperiment"">The Songwriting Experiment</a>, a project for people aged 16–19 that combines sex research with songwriting.</p>
<p>As part of the project, young researchers conducted their own research on attituted to sex drive and control in sexual relationships via an anonymous online survey which was completed by over 400 people. The responses were analysed by the group who then formed conclusions that inspired the songwriting process.</p>
<p>Two of the songs inspired by this research were available to listen to in the <a href=""/exhibitions/institute-sexology"">Institute of Sexology</a> exhibition. Hear all the songs written and performed by the group below.</p>
<h2>Part of <a href=""/whats/sounds-sexology"">Sounds of Sexology</a></h2>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/London-sounds-sexology.jpg"" width=""1600"" height=""900"" />","We've teamed up with London’s Roundhouse for a youth project that combines sex research with songwriting.","",""
"2278","/transvengers","Transvengers","<p>The Transvengers comic was created by a group of young trans* people aged 13-19 from <a href=""http://genderedintelligence.co.uk/"">Gendered Intelligence</a>.</p>
<p>It’s the group’s response to some of the themes and personalities in the 'Institute of Sexology' exhibition, informed by their own experiences as young trans people. The aim was to create a lighted hearted response to some really complicated ideas, in a way that everyone can understand and enjoy.</p>
<p>The group worked with artist Jason Barker to create the artwork and interviewed Dr Jana Funke as part of their research. Each person designed their own Transvengers character who travels back in time to challenge key sexologists and their ideas – many of which continue to shape society’s thinking about sex and gender today.</p>
<p>The comic was on display in the <a href=""/exhibitions/institute-sexology"">Institute of Sexology exhibition</a>. You can view it online below.</p>
<p>Transvengers is a <a href=""/what-we-do/youth-and-schools"">Wellcome Collection Youth Programme</a> project.</p>
<p>* Someone who (at least partially) disagrees with the gender they were assigned at birth.</p>
<h2>Part of T<a href=""/exhibitions/institute-sexology"">he Institute of Sexology</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/transvenger.jpg"" width=""1140"" height=""641"" />","The Transvengers webcomic was created by a group of young trans people aged 13-19 from Gendered Intelligence.",", , , , ",""
"2043","/what-we-do/food-and-drink","Food and drink","<p>Mood, motivation and mental performance are all influenced by diet; with this in mind, we offer a nutritionally balanced selection of items to complement your day.</p>
<p>Our carefully designed menus include inspired options for your refreshment breaks, a range of lunches to suit all tastes and budgets, and truly exquisite fine dining. For your drinks reception, we can offer wines from our extensive wine list and sumptuous canapés to delight your attendees.</p>
<p>Download our menu:</p>
<p><span class=""file""><img class=""file-icon"" alt=""PDF icon"" title=""application/pdf"" src=""/modules/file/icons/application-pdf.png"" /><a href=""https://wellcomecollection.org/sites/default/files/Event%20Spaces%20Brochure_0.pdf"" type=""application/pdf; length=459266"">Menu (454 KB)</a></span></p>
","<img src=""https://wellcomecollection.org/sites/default/files/food1.JPG"" width=""650"" height=""311"" />","Our carefully designed menus include inspired options for your refreshment breaks.","",""
