"Nid","Path","","Body","Main image","Promotion text","Date"
"2573","/exhibitions/now-we-see","For Now We See ","<p>Nearly all life on Earth is nourished by sunlight. The deep sea, however, is reached by little or no light and parts of its vast expanse are less known about by scientists than the moon. Marine biologist Alex Rogers’s team dives submersibles into the depths to film new species and uncover human influence. Rogers has given 16 terabytes of this footage to artist Mariele Neudecker, who has manipulated a selection of it with a mix of classical music, heartbeat, helicopter, traffic and clock sounds. The resulting video installation is an exploration of the unknowable, murky landscapes and the subconscious. <br />
	 </p>
<p>For Now We See, 2013, series of videos by artist Mariele Neudecker. </p>
<h4>Contributors</h4>
<ul><li>Produced by Alice Sharp, curator and director, <a href=""http://invisibledust.com"">Invisible Dust</a></li>
<li>Scientific collaborator: Alex Rogers, marine biologist, University of Oxford</li>
</ul><p><strong>Drop in.</strong></p>
<p>(Image credits: <em>For Now We See</em> by Mariele Neudecker. Video still, 2013. Courtesy Invisible Dust.)</p>
<h2>Part of <a href=""/onlight"">On Light</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/For-Now-We-See.png"" width=""1600"" height=""900"" />","A deep sea video installation by Mariele Neudecker. ","2015-04-28 10:00:00 to 2015-05-04 18:00:00"
"2555","/forensicidentity","Forensic Identity","<p>From mugshots to microscopes and surveillance to stains, this installation investigates the traces we all leave behind – the evidence of interactions with our environment and each other.</p>
<p>Inspired by aspects of ‘Forensics: The anatomy of crime’, a group of artists from Leyton Sixth Form College worked with photographer Edmund Clark to respond to the ideas of identity raised in the exhibition and have produced a body of work using elements of the forensic process.</p>
<p>What will you deduce about the identity of the artists when you examine their work?</p>
","<img src=""https://wellcomecollection.org/sites/default/files/forensic-identity-main.png"" width=""1600"" height=""900"" />","From mugshots to microscopes and surveillance to stains, this installation investigates the traces we all leave behind.","2015-04-02 10:00:00 to 2015-04-26 18:00:00"
"2503","/onlight","On Light","<h2><strong>19.00-23.00, Friday 1 May</strong></h2>
<p><strong>Friday Late Spectacular: On Light</strong></p>
<p>Start your weekend with a bang at the ‘On Light’ Friday Late Spectacular with performances, talks, installations and music all across the Wellcome Collection building. Food and drink will be served in Wellcome Café and Wellcome Kitchen throughout the evening.</p>
<p>Download the full programme for Friday evening:</p>
<p><span class=""file""><img class=""file-icon"" alt=""PDF icon"" title=""application/pdf"" src=""/modules/file/icons/application-pdf.png"" /><a href=""https://wellcomecollection.org/sites/default/files/On%20Light%20Friday%20Programme.pdf"" type=""application/pdf; length=193941"">On Light Friday Programme.pdf</a></span></p>
<h2><strong>13.00-18.00, Saturday 2, Sunday 3 and Monday 4 May</strong></h2>
<p>Join us to illuminate our human relationship with light with an extended weekend of performance, discussion, activity and art. Artists and academics will come together to explore the significance of light in human life, and we invite you to discover how it feeds, fascinates and inspires us, and reflect on its influence over our health and happiness.</p>
<p>Along with over 60 scientists, historians, artists and architects, we’ll explore the cultural and scientific importance of this ever-present illuminator.</p>
<p>Running until Monday afternoon, events will take place across Wellcome Collection and will also pop up on Malet Place at UCL, including UCL Museums and the Institute of Making.</p>
<p><strong>All activities are FREE. Online bookings are open for <a href=""/somelikedark"">Some Like Dark</a>, an in-the-dark audio performance. The rest of the programme is drop-in or bookable on the day in-venue. </strong></p>
<p><strong>Pick up tickets on the day from 19.00 on Friday 1 May and at 12.00 on Saturday 2, Sunday 3 and Monday 4 May. </strong></p>
","<img src=""https://wellcomecollection.org/sites/default/files/On-Light.png"" width=""1200"" height=""675"" />","A long weekend that illuminates our human relationship with light. ",""
"2415","/event-series/WlYUDCQAACQAWcdt","Perspective tours","<p>Our expert tour guides will bring their unique perspectives to our exhibitions.</p>
<p>Experts in a range of fields will bring their unique perspectives to our current temporary exhibitions, and tours will appear below as they are confirmed.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/perspective-tours-series-main%5B1%5D.jpg"" width=""1600"" height=""900"" />","Expert tour guides will bring their unique perspectives to our exhibitions.",""
"2385","/forensicsevents","Forensics events ","<p>A series of events to accompany the exhibition ‘Forensics: The anatomy of crime’. Join us for thought-provoking discussions, poetry and film screenings to delve further into the issues raised by the exhibition.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/forensics_1600x900%5B1%5D.jpg"" width=""1600"" height=""900"" />","A series of events to accompany the exhibition ‘Forensics: The anatomy of crime’.",""
"2363","/event-series/WoLgbSoAACgANnxB","Access Tours and Discussions","<p>We regularly run tours of our exhibitions for visitors with access needs. Please see below for our British Sign Language (BSL) interpreted, audio described (AD) and speech-to-text (STT) tours.</p>
<p>If you have any questions, please email <a href=""mailto:access@wellcomecollection.org"">access@wellcomecollection.org</a> or call 020 7611 2222.</p>
<p><a href=""/visit-us/accessibility"">Find out more about Accessibility at Wellcome Collection</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/stt-tour-main_0.jpg"" width=""800"" height=""450"" />","We regularly run tours of our exhibitions for visitors with access needs.",""
"2291","/forensics","Forensics: The anatomy of crime ","<p>Why not visit the exhibition on a Friday evening? We’re now open until 22.00 on the first Friday of every month. <a href=""/visit-us/stay-later-first-fridays"">Find out more</a>.</p>
<p><b>Please note: At busy times, there may be queues and timed tickets may be in operation.</b></p>
<p>'Forensics: the anatomy of crime’ explores the history, science and art of forensic medicine. It travels from crime scene to courtroom, across centuries and continents, exploring the specialisms of those involved in the delicate processes of collecting, analysing and presenting medical evidence. It draws out the stories of victims, suspects and investigators of violent crimes, and our enduring cultural fascination with death and detection.</p>
<p>The exhibition contains original evidence, archival material, photographic documentation, film footage, forensic instruments and specimens, and is rich with artworks offering both unsettling and intimate responses to traumatic events. Challenging familiar views of forensic medicine shaped by fictions that came out of the sensational reporting of late Victorian murder cases and popular crime dramas, ‘Forensics’ highlights the complex entwining of law and medicine, and the scientific methods it calls upon and creates.</p>
<p>A wide programme of events will accompany the exhibition and a publication of the same name, by crime writer Val McDermid is available (see below).</p>
","<img src=""https://wellcomecollection.org/sites/default/files/forensics_1600x900%5B1%5D.jpg"" width=""1600"" height=""900"" />","Forensics: the anatomy of crime’ explores the history, science and art of forensic medicine.","2015-02-26 10:00:00 to 2015-06-21 18:00:00"
"2193","/sexologyevents","The Institute of Sexology events","<p>A series of events to accompany the exhibition ‘The Institute of Sexology.’ Join us for intimate discussions and performances with sexologists, artists and historians. </p>
<p>The Institute of Sexology’ exhibition and events programme includes sexual content that some visitors may find disturbing. Those accompanying children may wish to exercise discretion.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/sexology-porcelain-main_0.jpg"" width=""1600"" height=""900"" />","'The Institute of Sexology’ will be a place for intimate performances and small group discussions with sexologists, artists and historians.",""
"2183","/exhibitions/hubbub","Hubbub","<p>A series of events exploring rest and its opposites with Hubbub, an international team of scientists, humanists, artists and broadcasters. Hubbub are the first residents of The Hub at Wellcome Collection, a pioneering location for creative work that explores what happens when medicine and health intersect with the arts, humanities and social sciences.</p>
<h2>Rest and its discontents</h2>
<p>Hubbub's upcoming exhibition and event series at Mile End Art Pavilion (30 Sept – 30 Oct 2016) explores the dynamics of rest, stress, relaxation, sound, noise, work and mindwandering in an evolving laboratory of moving image, performance, drawing, poetry, data, sound, music and debate. <a href=""http://hubbubresearch.org/event/rest-discontents/"">Find out more about 'Rest and its discontents' on Hubbub's website</a>.</p>
<h2>Part of <a href=""/what-we-do/hub"">The Hub</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/Hub-main.png"" width=""1600"" height=""900"" />","A series of events exploring rest and its opposites with Hubbub, an international team of scientists, humanists, artists and broadcasters.",""
"2173","/exhibitions/exchanges-frontier-2014","Exchanges at the Frontier 2014","<p>Wellcome Collection joins forces with the BBC World Service once again this winter to host some of the biggest names in world science.</p>
<p>These events, which take place with a live audience at Wellcome Collection, will be recorded and broadcasted on BBC World Service in early 2015.</p>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/image/ExchangesAtTheFrontier_650x340_1.jpg"" width=""650"" height=""340"" />","Exchanges at the Frontier is a series of events with the BBC World Service to host some of the biggest names in world science.",""
"2046","/rhythm","Rhythm is a Dancer","<p>'Rhythm is a Dancer' showcases performance alongside discussions with scientists to explore the psychology and physiology of dance, and its impact on the body and our minds. Discover the relationship between dance and emotions, uncover the anatomy of feet, delve into the physiology of the body in motion, and investigate the role of dance in mental health.</p>
<p>To accompany the series, fine art photographer <a href=""http://attonconrad.com/"">Atton Conrad</a> has created a series of portraits that track the algorithms of each dancer's movements through light, capturing the essence of their dance form. Individual portraits will be revealed as the series progresses.</p>
<p>A finale event will bring the series to a close, bringing together key scientists and performers from previous events to celebrate dance and movement in all its forms.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/rhythm.jpg"" width=""650"" height=""340"" />","'Rhythm is a Dancer' showcases performance alongside discussions with scientists to explore the psychology and physiology of dance.","2014-10-06 14:30:00"
"2045","/5x15","5x15","<p>5x15 brings together five exceptional speakers who each have 15 minutes to tell a story about their work and inspirations.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/5x15.jpg"" width=""650"" height=""340"" />","5x15 brings together five exceptional speakers who each have 15 minutes to tell a story about their work and inspirations.","2014-10-06 13:45:45"
"2044","/noahsark","Noah's Ark","<p>As humans continue to eat, breed, travel and consume at will, the planet’s ecosystems struggle to support optimum health for human and animal alike, increasing the likelihood of both the emergence of new diseases and the transmission of viral pandemics. We explore how population growth, global travel, domestic livestock movement and the fight for resources shape the nature and risk of disease transmission, forcing new models of prediction and prevention, and changes in science and social practice, and alerting us to new fears about public safety.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/noah.jpg"" width=""650"" height=""340"" />","As humans continue to eat, breed, travel and consume, the planet’s ecosystems struggle to support optimum health for human and animal alike.","2012-10-06 13:45:30"
"2040","/memorytrace","Memory Trace at the Wellcome Trust","<p>London landmarks take a cerebral twist in Gayle Chong Kwan's 'Memory Trace', a newly commissioned photographic work displayed in the windows of the Wellcome Trust headquarters. Delicately sculpted from historical illustrations of the brain found in the collections of the Wellcome Library, Chong Kwan's landscape presents a sinuously beautiful account of the city. By featuring landmarks used by taxi drivers as navigational points, the artist links the capital&amp;rsquo s urban topography with connections generated by memory.</p>
<p>'Memory Trace' is inspired by the research of Professor Eleanor Maguire of the Wellcome Trust Centre for Neuroimaging at UCL, which shows that the process of acquiring 'the Knowledge' - the complex layout of central London's 25 000 streets - causes structural changes in the brains of taxi drivers.</p>
<p>During the day, Chong Kwan's panorama presents the familiar skyline of the buildings and attractions that make up the city, but a closer inspection reveals an intricate collage of historical drawings and paintings: attempts to record and visualise the workings of the brain. At night, LEDs map out the journeys frequently taken by taxis and reflect the creation of new neural pathways. The landscape, photographed from models put together by the artist, carries the life of the city and the physical matter of our apprehension.</p>
<p> </p>
<p>Image: Gayle Chong Kwan, 'Memory Trace', 2012 (detail).</p>
","<img src=""https://wellcomecollection.org/sites/default/files/memory-trace_letterbox.jpg"" width=""650"" height=""340"" />","London landmarks take a cerebral twist in Gayle Chong Kwan's 'Memory Trace'.","2012-06-01 12:30:15 to 2013-06-01 12:30:15"
"2036","/exhibitions/packed-lunch","Packed Lunch","<p>Feed your curiosity at our daytime discussions. Drop in to hear local scientists in conversation about their latest experiment, life in the lab and why science matters to everyone, all in the space of your lunch hour. Bring your sarnies with you. First come, first seated.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/MP-5788-packed_lunch_web_1600%C3%97900.png"" width=""1488"" height=""837"" />","Feed your curiosity at our daytime discussions.",""
"2025","/exhibitions/first-time-out","First Time Out","<p>Five objects that have never been displayed before. Each treasure from a museum collection tells a story that hasn’t been told until now. But which story?</p>
<p>Objects tell us about past environments, cultures, innovations and events. But they tell different stories depending on your perspective. What happens when you take something from one museum and ask experts from other museums to write the story?</p>
<p>First Time Out is a collaboration between five London museums:</p>
<ul><li>Horniman Museum – anthropological objects and musical instruments</li>
<li>Royal Botanic Gardens, Kew – plant diversity, conservation and sustainable use</li>
<li>Natural History Museum – the science of nature</li>
<li>Science Museum – making sense of the science that shapes our lives</li>
<li>Wellcome Collection – the art and science of the human condition</li>
</ul><p>Each object is on display at each institution for six weeks. View the pages below to find out where and when to see them. How would you interpret the lemur skull, the Japanese wood panel or the psychologist’s toys?</p>
","<img src=""https://wellcomecollection.org/sites/default/files/image/first-time-out_leterbox.png"" width=""650"" height=""340"" />","Each treasure from a museum collection tells a story that hasn’t been told until now. But which story?","2011-01-20 13:30:15 to 2011-08-22 13:30:15"
"2014","/exhibitions/thing","The Thing Is...","<p>A single object can tell fascinating stories. Join us as we hear from one specially selected speaker as they unveil a ‘mystery object’ in Wellcome Collection. Learn more about the history of health and medicine from the personal perspectives of patients, doctors, innovators and historians.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/TheThingIsNew-main.jpg"" width=""1600"" height=""900"" />","",""
"1973","/exhibitions/human-emporium","The Human Emporium","<p>Using Henry Wellcome’s array of artefacts as points of inspiration, nine young artists created objects to surprise, tempt and provoke the inquisitive in the curious world of The Human Emporium.</p>
<p>Working in collaboration with artist Alex Julyan, <a href=""/rawminds"">the young creators</a> explored ideas surrounding identity, the body’s structure and medical ethics in an exhibition that questioned the intriguing nature of being human.</p>
<p>This exhibition was part of the Youth Programme which encourages young people to use the Wellcome Collection to shape their creative process.</p>
<p>Aged between 14 and 19, the artists all committed a lot of their spare time over the summer to this exciting project, beginning with detailed research into our collection and visits to The Tate and Hayward to spark inspiration. From exhibition design, to communication concepts, the artists have guided the exhibition process and created fascinating works in an array of mediums including sculpture, digitally interactive pieces and photography.</p>
<p><a href=""/what-we-do/youth-and-schools"">Find out more about our Youth Programme.</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/human_emporium_main.jpg"" width=""1600"" height=""900"" />","How will a group of young people respond to Henry Wellcome's curious array of artefacts?","2014-10-28 15:15:30 to 2014-11-09 15:15:30"
"1972","/exhibitions/unravelled","Unravelled","<p>What do we remember, how do we remember it, and what prompts us to remember it? Taking place in the Studio windows, this project, led by artist Sarah Carne, is a collaboration between art and psychology students at St Marylebone School.</p>
<p><a href=""/node/6"">Find out more about our Youth Programme.</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/unravelled.jpg"" width=""650"" height=""340"" />","What do we remember, how do we remember it, and what prompts us to remember it?","2014-09-02 15:15:45 to 2014-09-21 15:15:45"
"1970","/exhibitions/identity-project","The Identity Project","<p>The Identity Project was a nine-month season of activity from the Wellcome Trust, including a major exhibition and diverse events presented in Wellcome Collection, plus exhibitions, live events and films at other venues across the UK.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/identity-project_letterbox.jpg"" width=""650"" height=""245"" />","The Identity Project was a nine-month season of activity from the Wellcome Trust, including a major exhibition and diverse events.","2009-11-26 09:00:45"
"1962","/exhibitions/studio-displays","Studio Displays","<p>Discover young people's unique responses to the mysteries of the human condition in our new Studio space on level 1.</p>
<p>Find out more about our <a href=""/node/6"">Youth Programme</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/studio%20display.jpg"" width=""656"" height=""352"" />","Discover young people's unique responses to the mysteries of the human condition in our new Studio space on level 1.","2014-09-08 15:00:30"
"1955","/event-series/WoK-NioAACkANeWK","Wellcome Library Insights","<p>Insights sessions offer you the opportunity to explore a theme or topic, whether a long-held or new interest. </p>
<p>These talks give an introductory taste of what the Wellcome Library can offer you as a browser, explorer or researcher, while showcasing rare items. All are welcome.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/C0111174.jpg"" width=""656"" height=""353"" alt=""An Insight session in progress"" title=""An Insight session"" />","These talks give a taste of what the Wellcome Library can offer you as a browser, explorer or researcher, while showcasing rare items.",""
"1954","/whats-on/events/age-of-exploration","Age of Exploration","<p>Humanity has an intriguing ability to expand, adapt and explore our nature, environment and body, all driven by our inherent curiosity. What is the history of exploration and where will it lead us in the future?</p>
","<img src=""https://wellcomecollection.org/sites/default/files/age%20of%20exploration.jpeg"" width=""650"" height=""340"" />","","2014-09-08 10:15:15"
"34","/exhibitions/aura-satz-sound-seam","Aura Satz: Sound Seam","<p>Exploring the material qualities of sound and memory is a perpetual theme in the work of Aura Satz.</p>
<p>While artist-in-residence at University College London's <a href=""http://www.ucl.ac.uk/ear/"" title=""Sound Seam"">Ear Institute</a>, 2009-2010, Satz was particularly drawn to the anatomy of hearing along with past and present technological devices designed to enhance hearing through the amplification or reproduction of sound. Here she encountered recordings of otoacoustic emissions (sounds which are generated from within the inner ear), and began to document microscopic imagery of the ear drum, cochlea and inner ear hair cells.</p>
<p>'Sound Seam' was produced during this residency and is inspired by Rainer Maria Rilke's text 'Primal Sound', which considers the possibility of playing the coronal suture of a human skull using a phonograph needle.</p>
<p>Creating an ethereal resonance between sound and vision, 'Sound Seam' begins by enticing the viewer through the mouth of a series of gramophone horns, like a portal into another place and time. The film invokes the idea that every surface, in particular parts of our anatomy, is potentially inscribed with an unheard sound or echo of voices from the past. The process of exposing these hidden sounds is mirrored by the various processes associated with record cutting, record playing, overwriting and erasing technologies, as the seemingly infinite grooves are seen spinning and distorting at high magnification, with a dizzyingly hypnotic effect.</p>
<p>The film's soundtrack combines musical composition interlaced with two voices that each reveal an opposing perspective of the same mournful love story, involving a series of unsuccessful attempts to decode an elusive and inaudible secret. The music is derived from recordings of a gramophone needle tracing the sound of the meandering furrow that joins the two parts of the skull, interspersed with recordings of otoacoustic sounds emitted by the ear. Over 100 of these recordings have been individually cut onto a wax cylinder or disc record, some even over-written in order to create multiple layers and unexpected surface noises, scratches, glitches, loops and echoes.</p>
<h2>Credits</h2>
<p>Written, directed, filmed and edited by Aura Satz</p>
<p>Music and sound recordings onto wax cylinder and acetate discs made by Aleks Kolkowski</p>
<p>Voiceovers by Aura Satz and Aleks Kolkowski</p>
<p>Soundtrack co-edited by Aura Satz and Aleks Kolkowski</p>
<p>Otoacoustic emission recordings provided by Prof. David Kemp and recorded onto wax cylinder</p>
<p>Dubbing mix by Gernot Fuhrmann</p>
<p>'Sound Seam' was funded by the <a href=""http://www.wellcome.ac.uk/Funding/Public-engagement/Funding-schemes/arts-awards/index.htm""> Wellcome Trust Arts Awards grant scheme</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/SoundSeam_letterbox.jpg"" width=""650"" height=""340"" />","Exploring the material qualities of sound and memory is a perpetual theme in the work of Aura Satz.","2010-12-09 10:00:00 to 2011-01-16 18:00:00"
"33","/exhibitions/dirt-filthy-reality-everyday-life","Dirt: The filthy reality of everyday life","<p>'Dirt' reveals the fascinating world of filth that remains one of the very last taboos.</p>
<p>Our major new exhibition takes a closer look at something that surrounds us but that we are often reluctant to confront. 'Dirt' travels across centuries and continents to explore our ambivalent relationship with dirt.</p>
<p>Bringing together around 200 artefacts spanning visual art, documentary photography, cultural ephemera, scientific artefacts, film and literature, the exhibition uncovers a rich history of disgust and delight in the grimy truths and dirty secrets of our past, and points to the uncertain future of filth, which poses a significant risk to our health but is also vital to our existence.</p>
<p>Following anthropologist Mary Douglas's observation that dirt is 'matter out of place', the exhibition introduces six very different places as a starting point for exploring attitudes towards dirt and cleanliness: a home in 17th-century Delft in Holland, a street in Victorian London, a hospital in Glasgow in the 1860s, a museum in Dresden in the early 20th century, a community in present day New Delhi and a New York landfill site in 2030.</p>
<p>Highlights include paintings by Pieter de Hooch, the earliest sketches of bacteria, John Snow's 'ghost map' of cholera, beautifully crafted delftware, Joseph Lister's scientific paraphernalia and a wide range of contemporary art, from Igor Eskinja's dust carpet, Susan Collis's bejewelled broom and James Croak's dirt window, to video pieces by Bruce Nauman and Mierle Ukeles and a specially commissioned work by Serena Korda.</p>
<p>Part of the <a href=""/node/1192"">Dirt Season</a> from the Wellcome Trust.</p>
<p>This exhibition is free. See <a href=""/opening-hours"">opening hours</a></p>
<p>Photography is not permitted in this exhibition</p>
","<img src=""https://wellcomecollection.org/sites/default/files/dirt_letterbox.jpg"" width=""650"" height=""340"" />","'Dirt' reveals the fascinating world of filth that remains one of the very last taboos.","2011-03-24 10:00:00 to 2011-08-31 18:00:00"
"32","/exhibitions/things","Things","<h2><strong>A call to update Henry Wellcome's curious collection. Please give us a 'thing' no bigger than your head.</strong></h2>
<ul><li>Bring us a thing during our great bring-a-thing-athon</li>
<li>Bring this, bring that, bring the other, just nothing bigger than your head</li>
<li>Lend it, gift it, or if you can't bear to part with it, upload a photo of it</li>
<li>Snooping is positively encouraged, so tell your friends about Things. No one should miss this feast for the voyeur!</li>
</ul><p>Henry Wellcome was one of the world's greatest collectors. On display in '<a href=""/exhibitions/Weoe4SQAAKJwjcDC"" title=""Things"">Medicine Man</a>' in Wellcome Collection you will find more than 500 objects from his original collection of over one-and-a-half million, spanning centuries and continents.</p>
<p><a href=""http://blog.wellcomecollection.org/tag/things/"">Wellcome Collection Blog</a> posts about 'Things'.</p>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/things_letterbox.png"" width=""650"" height=""340"" />","A call to update Henry Wellcome's curious collection. Please give us a 'thing' no bigger than your head.","2010-10-12 10:00:00 to 2010-10-22 18:00:00"
"31","/exhibitions/high-society","High Society","<p>With the illicit drug trade estimated by the UN at $320 billion (£200bn) a year and new drugs constantly appearing on the streets and the internet, it can seem as if we are in the grip of an unprecedented level of addiction. Yet the use of psychoactive drugs is nothing new, and indeed our most familiar ones - alcohol, coffee and tobacco - have all been illegal in the past.</p>
<p>From ancient Egyptian poppy tinctures to Victorian cocaine eye drops, Native American peyote rites to the salons of the French Romantics, mind-altering drugs have a rich history. 'High Society' will explore the paths by which these drugs were first discovered - from apothecaries' workshops to state-of-the-art laboratories - and how they came to be simultaneously fetishised and demonised in today's culture.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/HighSociety_trailer_gall.jpg"" width=""640"" height=""360"" />","From ancient Egyptian poppy tinctures to Victorian cocaine eye drops, mind-altering drugs have a rich history.","2010-11-11 10:00:00 to 2011-02-27 18:00:00"
"30","/exhibitions/skin","Skin","<p><strong>Critics' choice</strong> - Time Out <strong>""a revelation""</strong> - Daily Telegraph <strong>""fascinating""</strong> - Guardian</p>
<p>The 'Skin' exhibition invites you to re-evaluate the largest and probably most overlooked human organ. We consider the changing importance of skin, from anatomical thought in the 16th century through to contemporary artistic exploration.</p>
<p>Covering four themes (Objects, Marks, Impressions and Afterlives), 'Skin' takes a philosophical approach. It begins by looking at the skin as a frontier between the inside and the outside of the body. Early anatomists saw it as having little value and sought to flay it to reveal the workings of the body beneath.</p>
<p>The exhibition then moves to look at the skin as a living document: with tattoos, scars, wrinkles or various pathologies, our skin tells a story of our life so far. Finally, the skin is considered as a sensory organ of touch and as a delicate threshold between life and death.</p>
<p><a href=""/articles/skin-lab"">Skin Lab</a>, which features artistic responses to cutting-edge research and technological developments in skin science from the mid-20th century onwards, will complement the exhibition.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/skin-promo_gall.jpg"" width=""640"" height=""360"" />","The 'Skin' exhibition invites you to re-evaluate the largest and probably most overlooked human organ.","2010-06-10 10:00:00 to 2010-09-26 18:00:00"
"27","/exhibitions/identity","Identity","<p>What influences or determines our sense of who we are? What makes one person distinct from another? How does science inform human identity? This major exhibition explored the tension between the way we view ourselves and how others see us.</p>
<p class=""arrow_purple_box"">Explore the subject of genetic testing. How curious are you about the information in your DNA?</p>
<p>Nine individual stories introduced eight distinct rooms. One room began with the story of scientist Alec Jeffreys' invention of DNA fingerprinting 25 years ago, the diaries of Samuel Pepys introduced another, while self-portraiture was explored through the work of the Jewish artist Claude Cahun, who despite being sentenced to death for acts of resistance, survived the Nazi occupation of Jersey.</p>
<p class=""emphasisedlink"">Find out more about Clive Wearing, whose diaries are featured in the Samuel Pepys room</p>
<p>Other subjects tackled included twins, phrenology and brain imaging, gender and sexuality, race and prejudice, and acting and improvisation.</p>
<p>'Identity: Eight rooms, nine lives' was part of <a href=""/node/986"">The Identity Project</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/identity-exhibition.jpg"" width=""650"" height=""245"" />","​What influences or determines our sense of who we are? What makes one person distinct from another? ","2009-11-26 10:00:00 to 2010-04-06 18:00:00"
"24","/exhibitions/heart","The Heart","<p>The heart, widely understood as the place where life begins and ends, has always featured as a potent symbol in our religions, myths and rituals. Modern medical science has taught us that much of the power and influence traditionally attributed to the heart actually lies in the brain. Nevertheless we remain reluctant to let go of the notion - deeply rooted in everyday language and imagery - that the heart is the home of our emotions and of our true character.</p>
<p>This exhibition looked at the evolution of our understanding of what the heart is, what it does and what it means. Concentrating primarily on Western medicine and culture, it brought together objects and images from the histories of both science and art, as well as from everyday life.</p>
<p>It followed the development of our anatomical knowledge of the heart, but also considered its far-reaching cultural and symbolic significance. Why is it that the pump that circulates our blood is so intimately bound up with the way we discuss our emotional and moral lives, and so central to the question of the relationship between body and soul?</p>
","<img src=""https://wellcomecollection.org/sites/default/files/theheart_650x245.jpg"" width=""650"" height=""245"" />","This exhibition looked at the evolution of our understanding of what the heart is, what it does and what it means.","2007-06-21 00:00:00 to 2007-09-17 00:00:00"
"22","/exhibitions/sleeping-dreaming","Sleeping & Dreaming","<p>The second major temporary exhibition at Wellcome Collection, 'Sleeping & Dreaming' combined art and medical science to explore sleep, the mysterious state we all inhabit for a third of our lives.</p>
<p>The exhibition drew together 300 objects across five major themes and a public events programme, to enable visitors to explore the biomedical and neurological processes that take place in the sleeping body, and the social and cultural areas of our lives to which sleep and dreams are linked.</p>
<p>'Sleeping & Dreaming' exhibits ranged from work by artists such as Goya and Rodney Graham to a victim of sleep-deprivation interrogation talking about his experiences, a vehicle designed to provide homeless people with a mobile place to sleep and bizarre alarm clocks (one of which lights a candle to ensure the sleeper gets up).</p>
<p>This was a two-part collaboration with <a href=""http://www.dhmd.de/neu/"" onclick=""window.open(this.href, '_blank')  return false "" onkeypress=""if (event.keyCode==13) {window.open(this.href, '_blank')  return false }"" title=""The Museum of Man (Deutsches Hygiene-Museum, Dresden)"">The Museum of Man (Deutsches Hygiene-Museum, Dresden)</a>.</p>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/sleepinganddreaming_650x245.jpg"" width=""650"" height=""245"" />","'Sleeping & Dreaming' combined art and medical science to explore sleep, the mysterious state we all inhabit for a third of our lives.","2007-11-29 10:00:00 to 2008-03-09 18:00:00"
"21","/exhibitions/life-death","Life Before Death","<p><strong>Death: A Self-portrait</strong> <strong>opens at Wellcome Collection on 15 November 2012.</strong></p>
<h2><strong>24 sets of photographs taken before and after death</strong></h2>
<p>Watch this video on YouTube. Nothing teaches us more about life than death itself. Journalist Beate Lakotta and photographer Walter Schels asked 24 terminally ill people if they could accompany them during their last weeks and days. From these vigils came a series of insightful descriptions and photographic portraits taken before and after death.</p>
<p>Far from being gloomy, these intimate concerns of the dying reveal the preciousness and transience of life, and make us question what we often take for granted.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/LifeBeforeDeath.jpg"" width=""640"" height=""360"" />","Nothing teaches us more about life than death itself. ","2008-04-09 00:00:00 to 2008-05-19 00:00:00"
