"Nid","Path","","Body","Main image","Promotion text","Basic listing","Multi listing"
"3541","/visit-us/about-empathy-deck","About Empathy Deck","<h3> </h3>
<h3>What is Empathy Deck?</h3>
<p>Empathy Deck is an art commission for Wellcome Collection by Erica Scourti, part of our exhibition ‘<a href=""/bedlam"">Bedlam: the asylum and beyond</a>’.</p>
<p>It is a Twitter bot which generates responses to tweets by its followers. It makes new ‘cards’ from an imaginary, infinite deck of possible responses, composed of images and text generated from Erica’s personal diary and various self help and therapeutic texts. Cards are a gift for the recipient at that moment in time. Empathy Deck also occasionally makes cards for itself.</p>
<p><strong>Empathy Deck is not intended to provide genuine therapy or advice</strong>. If you, or somebody you know, would like mental health advice or support you can contact the following resources:</p>
<p><a href=""http://Samaritans.org""><strong>Samaritans</strong></a> 116 123 <a href=""mailto:jo@samaritans.org"">jo@samaritans.org</a><br /><br /><a href=""http://mind.org.uk""><strong>Mind</strong></a>  0300 123 3393 <a href=""mailto:info@mind.org.uk"">info@mind.org.uk</a><br /><br /><strong><a href=""http://www.candi.nhs.uk"">Camden and Islington NHS Foundation Trust Crisis Team</a></strong> 020 3317 6777 </p>
<h3> </h3>
<h3>How do I get a reply from Empathy Deck?</h3>
<p>You must be following <a href=""https://twitter.com/empathydeck"">@empathydeck on Twitter</a>; it will follow you back a short while after you follow it. Then, if you say anything that it feels it can empathise with, it might make you a card. It doesn’t respond to all tweets, and it responds infrequently; it’s looking for those particular tweets that might be suitable for an empathetic response.</p>
<p>There are no guarantees of a response. The Empathy Deck will not reply to retweets, and it won’t get involved in conversations you’re already having. If you tweet regularly, you’ll probably receive something every few days from it at most.</p>
<h3>I want to see what Empathy Deck is doing but I do not want it to reply to me. Is that possible?</h3>
<p>If you follow it, it will probably follow you back - that’s how it works. You can always <a href=""https://twitter.com/empathydeck"">visit its Twitter page</a> to view the latest output and responses without having to follow it.</p>
<h3> </h3>
<h3>How do I stop getting replies from Empathy Deck?</h3>
<p>Simply unfollow Empathy Deck on Twitter, and within an hour or so it will unfollow you back.</p>
<h3> </h3>
<h3>I have a problem with or question about something Empathy Deck has done.</h3>
<p>If you have a problem with or question about Empathy Deck, please contact <a href=""mailto:empathydeck@wellcome.ac.uk"">empathydeck@wellcome.ac.uk</a></p>
<h3> </h3>
<h3>Empathy Deck has sent me something that doesn’t quite make sense.</h3>
<p>Our bot is doing its best, and the card that it offers is always in good faith. It doesn’t always get it right, but then few of us do.</p>
<h3> </h3>
<h3>How does Empathy Deck work?</h3>
<p>The technology behind Empathy Deck was built by <a href=""http://tomarmitage.com/"">Tom Armitage</a>. The Deck creates responses by observing the users who follow it on Twitter. When a user says something that it can respond to, it creates a brand new card, just for them, as a gift.</p>
<p>It responds to straightforward tweets, rather than replies to other users or retweets. It’s more likely to respond to tweets which contain descriptions of feelings or situations that also appear in Erica’s personal diary. It doesn’t just look for matching words; it also looks for similar usage and context.</p>
<p>The text on cards comes from a combination of texts including Erica Scourti’s diary and self-help texts. The text is stitched together using computational logic, but it is almost never artificially ‘generated’ - you’ll almost always be receiving words that Erica has written. There is a single style of card that does generate text; this style will try to make new fragments of Erica’s diary.</p>
<p>The cards are drawn in one of four styles designed by Erica. Once the Deck has chosen a style of card and some text, it tries to add an image sticker to the card that it feels is relevant to the text. Then it sends the card to that user as a Twitter reply.</p>
<p>The Empathy Deck tries to be a good citizen on Twitter. It doesn’t instantly follow users back; it won’t follow back suspect or spammy accounts; it won’t repeatedly bombard you with responses; it won’t respond to things it feels may be problematic; it also filters its own output to avoid causing offense.</p>
<p> </p>
<h2>Part of <a href=""/bedlam"">Bedlam: the asylum and beyond</a>.</h2>
","<img src=""https://wellcomecollection.org/sites/default/files/empathy-deck_1.jpg"" width=""800"" height=""450"" />","What is Empathy Deck, and how does it work?","",""
"3531","/visit-us/our-competitions-facebook-terms-and-conditions","Our competitions on Facebook and Twitter - terms and conditions","<h2>How to enter</h2>
<p>Please see the Facebook or Twitter post for details on how to enter the competition, the prize and for the starting and closing dates.</p>
<h2>Who can enter</h2>
<p>This competition is only open to UK residents aged 18 or over. This competition is not open to employees or contractors of Wellcome or associated companies, any person directly or indirectly involved in the organisation or running of this competition, or (in each case) their immediate family or household members.</p>
<h2>How is the winner selected</h2>
<ul><li>The winner will be selected at random once the competition closes.</li>
<li>The winner will be notified by email and will be announced on Wellcome social media channels. The winner will be provided with information on how to claim the prize. If the winner cannot be contacted, is not available or has not claimed their prize within 21 days of days of being notified, Wellcome reserves the right to offer the prize to the next eligible entrant selected from the entries that were received before the closing date and Wellcome shall have no liability in respect of the entry initially selected. Only the winner will be contacted personally.</li>
<li>Wellcome does not accept any responsibility for incomplete, illegible, corrupted, late or lost entries, including for example as a result of any technical malfunction, network, server, computer hardware or software failure of any kind.</li>
<li>Proof of sending is not proof of receipt.</li>
<li>The judging panel's decision is final and no correspondence or discussion will be entered into.</li>
</ul><h2>General</h2>
<ul><li>This competition is in no way sponsored, endorsed or administered by, or in association with, Facebook or Twitter and you agree that Facebook or Twitter shall not be liable to you in any way in respect of this competition.</li>
<li>Wellcome will use any data submitted in relation to this competition for the purposes of running this competition only, unless otherwise stated in the entry details. By entering this competition, you consent to the use of your personal data by Wellcome for the purposes of the administration of this competition (including announcing the winner of this competition on Wellcome social media channels) and any other purposes to which you have consented.</li>
<li>Unless otherwise stated in these terms and conditions we will not publish nor pass on your personal details to any other organisation without your permission, except for the purpose of awarding your prize if necessary.</li>
<li>No purchase is necessary.</li>
<li>These terms and conditions shall be governed by English law, and the parties submit to the non-exclusive jurisdiction of the courts of England and Wales.</li>
<li>By submitting a competition entry, you are agreeing to be bound by these terms and conditions.</li>
</ul><p>Wellcome Collection is part of the Wellcome Trust. The Wellcome Trust is a charity registered in England, no. 210183. Its sole trustee is The Wellcome Trust Limited, a company registered in England, no. 2711000, whose registered office is Gibbs Building, 215 Euston Road, London NW1 2BE, UK and is referred to in these terms and conditions as “Wellcome” or “Wellcome Trust”.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/Skull%20model.jpg"" width=""1080"" height=""1350"" />","Find out more about the terms and conditions of our Facebook and Twitter competitions.","",""
"3465","/empathydeck","Erica Scourti: Empathy Deck","<p>Empathy Deck is a live Twitter bot that responds to your tweets with unique digital cards, combining image and text.</p>
<p>Inspired by the language of divination card systems like tarot, the bot uses five years’ worth of the artist’s personal diaries intercut with texts from a range of therapeutic and self-help literatures. The texts are accompanied by symbols drawn from the artist’s photo archive, in an echo of the contemporary pictographic language of emoticons.</p>
<p>Somewhere between an overly enthusiastic new friend who responds to every tweet with a ‘me-too!’ anecdote of their own and an ever-ready advice dispenser, the bot attempts an empathic response based on similar experiences. It raises questions about the automation of intangible human qualities like empathy, friendship and care, in a world in which online interactions are increasingly replacing mental health and care services.</p>
<p><strong>Erica Scourti</strong> is a Gringlish artist, born in Athens and based in London, who works across different media including performance, text and video. Her work draws on personal experience to explore life, labour, love and gender in a fully mediated, networked world.</p>
<p>Follow <a href=""http://twitter.com/empathydeck"">@empathydeck</a> on Twitter to receive your own unique digital card.</p>
<p>A Wellcome Collection commission.</p>
<h2>Part of <a href=""/bedlam"">Bedlam: the asylum and beyond</a>.</h2>
","<img src=""https://wellcomecollection.org/sites/default/files/empathy-deck.png"" width=""800"" height=""450"" />","A live Twitter bot that responds to your tweets with unique digital cards, combining image and text.",", , ",""
"3399","/visit-us/skeletons-our-buried-bones","Now on - Skeletons: Our Buried Bones","<p> </p>
<p>‘Skeletons: Our Buried Bones’ is a collaboration between Wellcome Collection and the Museum of London, touring to Glasgow, Bristol and Leeds over 2016-2018.</p>
<h2>Touring to</h2>
<ul><li><strong><a href=""http://www.gla.ac.uk/hunterian/visit/exhibitions/exhibitionprogramme/skeletonsourburiedbones/"">The Hunterian</a>, Glasgow</strong> 19 August 2016-8 January 2017</li>
<li><strong><a href=""https://www.bristolmuseums.org.uk/m-shed/whats-on/skeletons-buried-bones/"">M Shed</a>, Bristol</strong> 8 April 2017-3 September 2017</li>
<li><strong><a href=""http://www.leeds.gov.uk/skeletons""><strong>Leeds City Museum</strong></a> </strong>22 September 2017-7 January 2018</li>
</ul><p>As we go about our busy lives, little do we imagine that we are walking over the bones of generations of our predecessors. Urban burials are disturbed by the development of the city above them, yielding up their dead so the city can live. Meanwhile, archaeologists balance ethical concerns with the goal of seeking knowledge and understanding of the communities that have gone before us.</p>
<p>Drawn in part from the Museum of London's astonishing collection of over 20,000 skeletons spanning 16 centuries, this touring exhibition examines the bones of some of those who lived, died and were buried across the UK.</p>
<p>Showing skeletons from London along with skeletons from the local area of each hosting venue, the exhibition reflects our rich past and varied social geography; from the pauper’s graves of urban London to the solitary burial of a high status individual on a Scottish island beach.</p>
<p>Through careful scientific analysis by the team at the Museum of London, each skeleton reveals its own story, allowing us fascinating insights into the times in which they lived and the health hazards of the day - from syphilis to rickets, broken bones to tooth decay.</p>
<p>Contextualised by contemporary photographs of the locations in which they were discovered, these few individuals remind us that the dead are all around us. They offer us a rare glimpse into the lives of a small number of the many millions who have gone before us and who form part of the layers of our human history.</p>
<p>This touring exhibition is based on '<a href=""/exhibitions/skeletons-london%E2%80%99s-buried-bones"">Skeletons: London’s Buried Bones</a>', originally shown at Wellcome Collection in 2008.</p>
<blockquote><p>""Compelling... The show probes the most intimate recesses of human experience.""<br /><br />
		The Times</p>
</blockquote>
","<img src=""https://wellcomecollection.org/sites/default/files/skeletons-touring-main.png"" width=""1600"" height=""900"" />","A collaboration between Wellcome Collection and Museum of London, touring to Glasgow, Bristol and Leeds.","",""
"3367","/visit-us/proposing-exhibition","Proposing an exhibition","<p>Wellcome Collection’s exhibition programme makes imaginative links between science, art and the humanities. To date <a href=""http://wellcomecollection.org/exhibitions/past"">our multidisciplinary shows have covered diverse themes</a> including X-ray crystallography, death, sexology, forensic medicine and consciousness.</p>
<p>Our exhibitions are planned about three years in advance and are usually the result of proposals generated by our own curatorial team or in collaboration with other institutions. In most cases, we choose which artists, scientists, academics and curators to invite to be involved.</p>
<p>Our galleries are not for hire, or open to individual exhibits.</p>
<p>We receive a high number of unsolicited exhibition proposals and although we do aim to read them all, we are not usually able to provide personalised answers or give specific feedback. For this reason, should you wish to send us a proposal, please do not include original or unique materials as we cannot guarantee their return.</p>
<p>Please send proposals to <a href=""mailto:exhibitn@wellcome.ac.uk"">exhibitn@wellcome.ac.uk</a> and rest assured that we will be in touch should we wish to discuss your enquiry further or require additional information.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/working-with-us-exhibition.jpg"" width=""800"" height=""450"" />","Our exhibition programme makes links between science, art and the humanities.","",""
"3337","/visit-us/graduate-training-programme-0","Graduate Training Programme","<p>The Wellcome Trust's two-year graduate development programme is your opportunity, as a recent graduate (or Master's graduate), to help shape the future of science-related research, education and arts, while gaining specialist experience in wide range of areas including funding, policy, finance, investing, engagement, communications or operations.</p>
<p><a href=""http://www.wellcome.ac.uk/about-us/jobs/graduate-development-programme/index.htm"">Find out more about the programme on the Wellcome Trust website</a>.</p>
<p><a href=""https://wellcome.ac.uk/jobs"">See all current vacancies at the Wellcome Trust</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/grads.jpg"" width=""800"" height=""450"" />","Our two-year programme is your opportunity to help shape the future of science-related research, education and arts.","",""
"3331","/visit-us/proposing-book","Proposing a book","<p>Wellcome Collection publishes unusual and beautifully written books that relate to medicine, life and culture. Our priority is to publish books that we believe will reach a substantial popular audience. We have established co-publishing relationships with Profile Books and Thames & Hudson and we do not publish academic books or offer grants or subventions for publishing projects. You can see <a href=""http://wellcomecollection.org/books"">our previously published books</a>.</p>
<p>If you have a project you think could be right for us, please send us a brief description (no more than 500 words) of your proposed book project, including:</p>
<ul><li>what the is book about (in a nutshell)</li>
<li>what is unique and topical about the book</li>
<li>why the book would be a good fit for Wellcome Collection</li>
<li>why you think there would be a significant audience for the book</li>
<li>why you are the best person to write the book, and what’s special about you as an author</li>
</ul><p>Please also include a short sample of your writing, aimed at a general audience. If your project is already well developed, then a short proposal, a chapter summary and one sample chapter would also be helpful.</p>
<p>Please send proposals, by email only, to <a href=""mailto:bookpublishing@wellcomecollection.org"">bookpublishing@wellcomecollection.org</a>. While we will give all proposals due consideration, we cannot always acknowledge receipt or reply to every email.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/wellcome-books_0.jpg"" width=""800"" height=""450"" />","We publish unusual and beautifully written books that relate to medicine, life and culture.","",""
"3329","/visit-us/proposing-public-event","Proposals for the live programme","<p>Wellcome Collection produces highly innovative public events as well as youth and community projects that relate to medicine, life and culture. Many of our events and projects relate to exhibition themes, and we target audiences over the age of 14.</p>
<p>We are particularly interested in events that stretch public engagement practice, and working with our audience to create content through co-production projects. Major projects are developed up to two years in advance, other activities are developed three months to one year in advance.</p>
<p>We are currently only accepting proposals linked to the following themes:</p>
<ul><li>The relationship between graphic design and health</li>
<li>Migration</li>
<li>Ayurvedic medicine</li>
<li>Health and architecture</li>
<li>Transformation</li>
<li>Influenza</li>
</ul><p>If you have a proposal you think could be right for us, please send us a brief description (no more than 500 words) of your proposed project, including:</p>
<ul><li>What you would like to explore through the events or project</li>
<li>The target audience for your proposal, who you think would come to these events, and their social circumstances and interests (for youth projects please keep in mind our projects are geared towards ages 14-19)</li>
<li>What is unique and topical about the subject matter</li>
<li>Why Wellcome Collection is the ideal location for the events</li>
<li>Why you think there would be a significant interest in the events</li>
</ul><p>While we will give all proposals due consideration, we cannot always acknowledge receipt or reply to every email. Please email <a href=""mailto:events@wellcomecollection.org?subject=Project%20Proposal"">events@wellcomecollection.org</a> with ‘project proposal’ in the subject header and attach the proposal as a Word document.</p>
<h2>Open Platform</h2>
<p>If you have an idea for a small participatory activity linking to Wellcome Collection themes which could take place in the Reading Room, please see our <a href=""/openplatform"">Open Platform strand</a>.</p>
<h2>Specific speaker suggestions       </h2>
<p>We don’t regularly programme one-off lectures. We are interested in hearing from local scientists who might like to present at our Packed Lunch series of events. Please email suggestions to <a href=""mailto:events@wellcomecollection.org?subject=Packed%20lunch%20speaker"">events@wellcomecollection.org</a> with ‘Packed Lunch speaker’ in the header.</p>
<h2>Freelance facilitators, artists and educators</h2>
<p>We often put together briefs to send to selected individuals to work on projects with young people, the local community or our wider public audience. If you would like to be considered for such projects, please send your CV, examples of your work, and why you’d like to work with Wellcome Collection to <a href=""mailto:events@wellcomecollection.org"">events@wellcomecollection.org</a>. While we will give all CVs due consideration, we cannot always acknowledge receipt or reply to every email.</p>
<h2>Book-related events</h2>
<p>We do not host book launches for non-Wellcome Collection publications, or commercial book events, other than in exceptional circumstances.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/Lates-people-.png"" width=""1600"" height=""900"" />","We produce highly innovative public events that relate to medicine, life and culture.","",""
"3301","/chorus","Chorus online by Matthew Herbert","<p><a href=""https://chorus.wellcomecollection.org/"">Explore Chorus online</a></p>
<p>Prolific and accomplished British electronic musician Matthew Herbert is renowned for manipulating everyday sounds and bodily experiences to produce electronic music. Chorus asks visitors to sing a single note within a professional recording booth following a set of instructions. The visitors’ voices are then automatically added to a chorus of voices, including performers and staff from the Royal Opera House, forming an ever-expanding sound installation that plays in the exhibition space and at the Royal Opera House’s Stage Door in Covent Garden.</p>
<p><a href=""https://chorus.wellcomecollection.org/"">Explore Chorus online</a> using the interactive tools to adjust the voices and add your own.</p>
<p> </p>
<p>Installation photograph: Michael Bowles</p>
","<img src=""https://wellcomecollection.org/sites/default/files/chorus-installation.jpg"" width=""800"" height=""450"" />","An ever-expanding sound installation featuring visitors’ voices. Explore the chorus and adjust the voices.","",""
"3281","/visit-us/links-states-mind-student-resource-0","Links for the States of Mind student resource","<p>Below is a list of the online resources referred to in some of the preparation and follow-up activities included in our <em>States of Mind: Tracing the edges of consciousness resource</em>:</p>
<p>Link 1. <a href=""http://www.bbc.co.uk/guides/zw8fyrd"">Abstract concepts</a></p>
<p>Link 2. <a href=""https://www.youtube.com/watch?v=K5ljEBkCeMQ"">Steven Pinker on language and consciousness</a></p>
<p>Link 3. <a href=""https://www.youtube.com/watch?v=zDUVCcknlJY"">Daniel Dennett on the mind-body problem</a></p>
<p>Link 4. <a href=""https://www.youtube.com/watch?v=zDUVCcknlJY"">Freud</a><a href=""http://www.simplypsychology.org/unconscious-mind.html""> and the unconscious mind</a></p>
<p>Link 5. <a href=""http://www.simplypsychology.org/unconscious-mind.html"">The</a><a href=""http://www.youtube.com/watch?v=NHXCi6yZ-eA""> magic of consciousness</a></p>
<p>Link 6. <a href=""https://www.youtube.com/watch?v=NHXCi6yZ-eA"">Localisation</a><a href=""http://www.psychlotron.org.uk/newResources/biopsych/AS_AQB_biopsych_localisationFunction.pdf""> of brain function</a></p>
<p>Link 7. <a href=""http://www.brainline.org/multimedia/interactive_brain/the_human_brain.html"">Brain basics</a></p>
<p>Link 8. <a href=""http://www.condenaststore.com/-sp/The-New-Yorker-Cover-October-18-1969-Prints_i8619514_.htm"">Saul Steinberg’s New Yorker cover</a></p>
<p>Link 9. <a href=""https://www.ted.com/talks/dan_dennett_on_our_consciousness?language=en#t-863988"">Daniel Dennett on the illusion of consciousness</a></p>
<p>Link 10. <a href=""https://www.youtube.com/watch?v=AuWAkREjl6U"">The curious case of Kenneth Parks</a></p>
<p>Link 11. <a href=""https://www.youtube.com/watch?v=AuWAkREjl6U"">Can</a><a href=""https://www.newscientist.com/article/dn18189-can-you-be-blamed-for-sleepwalking-crimes/""> you be blamed for sleepwalking crimes? </a></p>
<p>Link 12. <a href=""http://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.161.7.1149"">Sleepwalking violence</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/States-of-mind-main.png"" width=""3333"" height=""1875"" />","A list of the online resources referred to in our learning resource","",""
"3227","/visit-us/curiosities-month","Curiosities from the Collection","<p> </p>
<p>Have you ever wondered about the history, significance or meaning of an object from Wellcome Collection? Our knowledgeable staff explain more in this selection of curious videos.</p>
<p>From a set of over a hundred books (each a thousand pages long) listing the 3.4 billion units of DNA code to a resuscitation method involving tobacco smoke applied via the rectum, there is always something new to learn.  </p>
<p>Watch the videos below or subscribe to our <a href=""https://www.youtube.com/user/WellcomeCollection"">YouTube channel</a> to receive the latest video update.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/Genome.png"" width=""846"" height=""476"" />","A series of videos exploring our fascinating collections.","",""
"3225","/visit-us/curiosities-month-video-gallery","Curiosities of the Month: video gallery","","<img src=""https://wellcomecollection.org/sites/default/files/Screen-Shot-2015-12-21-at-15.22.44.png"" width=""1500"" height=""777"" />","","",""
"3087","/tours","Tours and discussions","<p>We offer a range of drop in, half hour tours and pop up discussions every day (<a href=""https://wellcomecollection.org/visit-us/opening-hours"">see opening times</a>) at 11.30, 14.30, and 15.30. Please listen for announcements and look out for signs to see what’s taking place when you visit.</p>
<p>For BSL interpreted, speech-to-text-transcribed, or audio described events and tours, or for any other accessibility related enquiries, please <a href=""mailto:access@wellcomecollection.org"">email access@wellcomecollection.org</a> or call 020 7611 2222.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/tours-nick-main.jpg"" width=""1600"" height=""900"" />","Find out more about our tours and discussions.","","<h2></h2><div></div><div class=""snippet-list""><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/stt-tour-main_0.jpg?itok=rSbryrHt"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/event-series/WoLgbSoAACgANnxB"" itemprop=""url"">Access Tours and Discussions</a></h2><p class=""snippet__type"">Event series</p><div class=""snippet__description"" itemprop=""description"">We regularly run tours of our exhibitions for visitors with access needs.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/perspective-tours-series-main%5B1%5D.jpg?itok=euje-hRc"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/event-series/WlYUDCQAACQAWcdt"" itemprop=""url"">Perspective tours</a></h2><p class=""snippet__type"">Event series</p><div class=""snippet__description"" itemprop=""description"">Expert tour guides will bring their unique perspectives to our exhibitions.</div></div></article></div>"
"2987","/visit-us/bobby-baker-kunsthall-stavanger","Bobby Baker at Kunsthall Stavanger","<h2>Bobby Baker: Diary Drawings</h2>
<p><strong>26 Oct-9 Nov 2015</strong> <strong>at <a href=""http://kunsthallstavanger.no/en/"">Kunsthall Stavanger</a></strong></p>
<p>Bobby Baker is one of the most widely acclaimed and popular performance artists working today. She began her diary drawings in 1997 when she became a patient at a day centre. Originally private, they gradually became a way for her to communicate complex thoughts and emotions that are difficult to articulate to her family, friends and professionals.</p>
<p class=""arrow_purple_box"">The drawings cover Bobby's experiences of day hospitals, acute psychiatric wards, 'crisis' teams and a variety of treatments. They chart the ups and downs of her recovery, family life, work as an artist, breast cancer and just how funny all this harrowing stuff can be.</p>
<p class=""arrow_purple_box""><a href=""http://www.guardian.co.uk/society/interactive/2009/mar/18/bobby-baker-wellcome-collection"">Listen to Bobby talking about some of the drawings in the exhibition (Guardian, 18 March 2009)</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/Bobby-Baker.png"" width=""800"" height=""450"" />","Bobby Baker is began her diary drawings when she became a patient at a day centre. Kunsthall Stavanger, 26 Oct-9 Nov.","","<h2></h2><div></div><div class=""snippet-list""><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/image/wtdv026149.jpg?itok=LfI2I6Bz"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/articles/bobby-bakers-diary-drawings"" itemprop=""url"">Bobby Baker's Diary Drawings </a></h2><p class=""snippet__type"">Image gallery</p><div class=""snippet__description"" itemprop=""description"">Here you can explore a selection of the diary drawings that were exhibited.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/diarydrawings%20baker.jpg?itok=Lp987asp"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/articles/diary-drawings-mental-illness-and-me"" itemprop=""url"">Diary Drawings: Mental Illness and Me</a></h2><p class=""snippet__type"">Publication</p><div class=""snippet__description"" itemprop=""description"">Winner of the MIND Book of the Year 2011.</div></div></article></div>"
"2985","/visit-us/programme-what-potential","Programme: What is Potential? ","<p>Nature, according to Aristotle, is an inner principle of change and being at rest. If nature has the ability for transform itself, how do we make the most of this potentiality? The events of the day investigate potential and risk both in art and medicine.</p>
<h2>Timed events</h2>
<h3>14.00: Theodore Zeldin and Per Hüttner in conversation</h3>
<p>Taking Zeldin’s recent book <em>The Hidden Pleasures of Life</em> as a starting-point, the discussion centres on the potential of art to enrich our lives at work and in private and the role it could play tomorrow.</p>
<h3>15.00: Loss of Breath/Lost for Words – Kihlberg & Henry</h3>
<p>A reading about breath: the forgotten, unheard breaths behind all the talk, where breath does the reading, and the reading becomes breath.</p>
<h3>16.00: Ménage à Trois – Sara Giannini</h3>
<p>This lecture invites the audience to be a part of a collective investigation into potentiality and risk of the threesome. Starting with the metamorphic figure of Salomé, moving on to Henry Wellcome and a Scandinavian voyage/exhibition entitled ‘Ö’, the reading will follow other triangulations in order to delve into the engine of desire: the negation of its promise.</p>
<h2>Ongoing throughout the afternoon </h2>
<h3>Metamorphosis I: Primordial paste – Vilma Luostarinen with Alison Taylor and Louise Waite</h3>
<p>Metamorphoses is a series of poetic and material explorations where the boundaries of what is human and innate becomes blurred. In this first experiment, an unknown black substance is explored through the act of kneading.</p>
<h3>The Soft – Natasha Rosling</h3>
<p>Rosling uses sounds to explore the interface between the material and immaterial. She will attempt to build a ‘sonic prosthesis’ that charts physical forms based on anatomical illustrations and fantasies about the human body.</p>
<h3>Psychotron Mind/Body Split – Samon Takahashi</h3>
<p>The artist invites the audience to participate in a small ritual that blurs the borders between mental and physical experience.</p>
<h3>Nunc Stans: Drifters – Valentina Miorandi and Sandrine Nicoletta</h3>
<p>A lamp that allow us to discover the true colour of our universe.</p>
<h3>I am the Future – Per Huttner</h3>
<p>Three living sculptures that invite the audience to reflect on the future of healthcare and medicine.</p>
<h2>Part of <a href=""/events/what-potential-exploring-aristotle-art-and-medicine"">What is Potential?</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/What-is-potential.png"" width=""800"" height=""450"" />","Explore the events of the day investigating potential and risk both in art and medicine.","",""
"2909","/visit-us/contributors","Contributors","<ul><li><strong>Cartographies of Rest</strong> Josh Berson, Dimitri Nieuwenhuizen and Marijke Cobbenhagen</li>
<li><strong>Sanctuary</strong> Noah Hutton, Philipp Haueis, Natacha Mendes and Antonia Barnett-McIntosh</li>
<li><strong>Speakers</strong> Felicity Callard, James Wilkes, Charles Fernyhough, Claudia Hammond, Daniel Margulies, Josh Berson and Dimitri Nieuwenhuizen</li>
<li><strong>Ambient Music</strong> Andrew Ostler and Michael Bearpark (Darkroom) and Charles Fernyhough</li>
<li><strong>Enforced Rest</strong> SJ Fowler and Dylan Nyoukis</li>
<li><strong>Breath</strong> Antonia Barnett-McIntosh</li>
<li><strong>Shut Down…</strong> Patrick Coyle</li>
<li><strong>What’s Wrong With Work?</strong> Lynne Friedli, Adam Bridgland, Boycott Workfare, Nina Garthwaite (In The Dark), Sophie Hope (Manual Labours), Barbara Pokryszka, Queen Victoria Seamen's Rest, Rosanne Rabinowitz, Davinder Shergill, Robert Stearn, United Voices of the World and Vera Weghmann</li>
<li><strong>Relaxation / Cacophony Tape</strong> Ed Prosser and Nina Garthwaite (In The Dark)</li>
<li><strong>Earpiece</strong> Antonia Barnett-McIntosh and Tamarin Norwood</li>
<li><strong>Fidgeting for Beginners</strong> Tamarin Norwood</li>
<li><strong>Relaxation Then and Now</strong> Ayesha Nathoo, Natasha Feiner and Mark Maclean</li>
<li><strong>Brain Tingles</strong> Giulia Poerio, Emma Blakey and Tom Hostler</li>
<li><strong>Come Daydream!</strong> Felicity Callard, Des Fitzgerald, Rhodri Hayward and Clare Connors</li>
<li><strong>Putting Rest to the Test</strong> Estrid Jakobsen, Sabine Oligschläger, Mark Lauckner, Johannes Golchert, Melissa Ellamil, Natacha Mendes and Daniel Margulies</li>
<li><strong>DIY Lullabies</strong> Holly Pester, Emma Bennett, Antonia Barnett-McIntosh, Patrick Coyle, Lynne Friedli, Ayesha Nathoo, Tamarin Norwood, James Wilkes</li>
<li><strong>Heathrow Live Sound</strong> Christian Nold, Grant Smith, Max Baraitser Smith, Matthias Stevens, Andrew Hall</li>
</ul><h2>Part of <a href=""/events/friday-late-spectacular-hubbub"">Friday Late Spectacular: Hubbub</a></h2>
","<img src=""https://wellcomecollection.org/sites/default/files/hubbub-main.jpg"" width=""1600"" height=""900"" />","Full list of contributors.
","",""
